Rank,Category,Similarity Score,Matched Skills,Missing Skills
396,CONSULTANT,4.76,[],"['data science', 'spark', 'machine learning']"
397,ENGINEERING,4.76,[],"['data science', 'spark', 'machine learning']"
398,HR,4.76,[],"['data science', 'spark', 'machine learning']"
399,ENGINEERING,4.76,[],"['data science', 'spark', 'machine learning']"
400,AUTOMOBILE,4.75,[],"['data science', 'spark', 'machine learning']"
401,HEALTHCARE,4.75,[],"['data science', 'spark', 'machine learning']"
402,DIGITAL-MEDIA,4.74,[],"['data science', 'spark', 'machine learning']"
403,HR,4.74,[],"['data science', 'spark', 'machine learning']"
404,BANKING,4.74,[],"['data science', 'spark', 'machine learning']"
405,FINANCE,4.74,[],"['data science', 'spark', 'machine learning']"
406,DIGITAL-MEDIA,4.73,[],"['data science', 'spark', 'machine learning']"
407,ACCOUNTANT,4.73,[],"['data science', 'spark', 'machine learning']"
408,ENGINEERING,4.73,[],"['data science', 'spark', 'machine learning']"
409,BUSINESS-DEVELOPMENT,4.73,[],"['data science', 'spark', 'machine learning']"
410,ADVOCATE,4.73,[],"['data science', 'spark', 'machine learning']"
411,HEALTHCARE,4.72,[],"['data science', 'spark', 'machine learning']"
412,TEACHER,4.72,[],"['data science', 'spark', 'machine learning']"
413,HEALTHCARE,4.72,[],"['data science', 'spark', 'machine learning']"
414,DIGITAL-MEDIA,4.72,[],"['data science', 'spark', 'machine learning']"
415,SALES,4.72,[],"['data science', 'spark', 'machine learning']"
416,CHEF,4.71,[],"['data science', 'spark', 'machine learning']"
417,ADVOCATE,4.71,[],"['data science', 'spark', 'machine learning']"
418,ENGINEERING,4.71,[],"['data science', 'spark', 'machine learning']"
419,INFORMATION-TECHNOLOGY,4.71,[],"['data science', 'spark', 'machine learning']"
420,APPAREL,4.71,[],"['data science', 'spark', 'machine learning']"
421,ADVOCATE,4.7,[],"['data science', 'spark', 'machine learning']"
422,AGRICULTURE,4.7,[],"['data science', 'spark', 'machine learning']"
423,AVIATION,4.7,[],"['data science', 'spark', 'machine learning']"
424,TEACHER,4.7,[],"['data science', 'spark', 'machine learning']"
425,HEALTHCARE,4.7,[],"['data science', 'spark', 'machine learning']"
426,BANKING,4.7,[],"['data science', 'spark', 'machine learning']"
427,ENGINEERING,4.7,[],"['data science', 'spark', 'machine learning']"
428,PUBLIC-RELATIONS,4.69,[],"['data science', 'spark', 'machine learning']"
429,HEALTHCARE,4.69,[],"['data science', 'spark', 'machine learning']"
430,SALES,4.68,[],"['data science', 'spark', 'machine learning']"
431,CHEF,4.68,[],"['data science', 'spark', 'machine learning']"
432,CONSULTANT,4.68,[],"['data science', 'spark', 'machine learning']"
433,FINANCE,4.68,[],"['data science', 'spark', 'machine learning']"
434,HR,4.68,[],"['data science', 'spark', 'machine learning']"
435,CHEF,4.67,[],"['data science', 'spark', 'machine learning']"
436,CONSTRUCTION,4.66,[],"['data science', 'spark', 'machine learning']"
437,HR,4.66,[],"['data science', 'spark', 'machine learning']"
438,TEACHER,4.66,[],"['data science', 'spark', 'machine learning']"
439,BUSINESS-DEVELOPMENT,4.65,[],"['data science', 'spark', 'machine learning']"
440,BUSINESS-DEVELOPMENT,4.65,[],"['data science', 'spark', 'machine learning']"
441,ADVOCATE,4.64,[],"['data science', 'spark', 'machine learning']"
442,CONSULTANT,4.64,[],"['data science', 'spark', 'machine learning']"
443,INFORMATION-TECHNOLOGY,4.64,[],"['data science', 'spark', 'machine learning']"
444,TEACHER,4.63,[],"['data science', 'spark', 'machine learning']"
445,ENGINEERING,4.63,[],"['data science', 'spark', 'machine learning']"
446,SALES,4.63,[],"['data science', 'spark', 'machine learning']"
447,SALES,4.63,[],"['data science', 'spark', 'machine learning']"
448,HR,4.63,[],"['data science', 'spark', 'machine learning']"
449,BANKING,4.63,[],"['data science', 'spark', 'machine learning']"
450,SALES,4.63,[],"['data science', 'spark', 'machine learning']"
451,TEACHER,4.63,[],"['data science', 'spark', 'machine learning']"
452,CONSULTANT,4.62,[],"['data science', 'spark', 'machine learning']"
453,ARTS,4.62,[],"['data science', 'spark', 'machine learning']"
454,BANKING,4.62,[],"['data science', 'spark', 'machine learning']"
455,BANKING,4.62,[],"['data science', 'spark', 'machine learning']"
456,TEACHER,4.61,[],"['data science', 'spark', 'machine learning']"
457,HR,4.61,[],"['data science', 'spark', 'machine learning']"
458,ARTS,4.61,[],"['data science', 'spark', 'machine learning']"
459,ENGINEERING,4.61,[],"['data science', 'spark', 'machine learning']"
460,INFORMATION-TECHNOLOGY,4.6,[],"['data science', 'spark', 'machine learning']"
461,FITNESS,4.6,[],"['data science', 'spark', 'machine learning']"
462,INFORMATION-TECHNOLOGY,4.59,[],"['data science', 'spark', 'machine learning']"
463,TEACHER,4.59,[],"['data science', 'spark', 'machine learning']"
464,INFORMATION-TECHNOLOGY,4.59,[],"['data science', 'spark', 'machine learning']"
465,SALES,4.59,[],"['data science', 'spark', 'machine learning']"
466,AUTOMOBILE,4.58,[],"['data science', 'spark', 'machine learning']"
467,BUSINESS-DEVELOPMENT,4.58,[],"['data science', 'spark', 'machine learning']"
468,HR,4.58,[],"['data science', 'spark', 'machine learning']"
469,SALES,4.57,[],"['data science', 'spark', 'machine learning']"
470,BANKING,4.57,[],"['data science', 'spark', 'machine learning']"
471,TEACHER,4.57,[],"['data science', 'spark', 'machine learning']"
472,ADVOCATE,4.57,[],"['data science', 'spark', 'machine learning']"
473,AVIATION,4.57,[],"['data science', 'spark', 'machine learning']"
474,ADVOCATE,4.56,[],"['data science', 'spark', 'machine learning']"
475,ARTS,4.56,[],"['data science', 'spark', 'machine learning']"
476,FINANCE,4.56,[],"['data science', 'spark', 'machine learning']"
477,FITNESS,4.56,[],"['data science', 'spark', 'machine learning']"
478,INFORMATION-TECHNOLOGY,4.55,[],"['data science', 'spark', 'machine learning']"
479,SALES,4.55,[],"['data science', 'spark', 'machine learning']"
480,BANKING,4.55,[],"['data science', 'spark', 'machine learning']"
481,AVIATION,4.55,[],"['data science', 'spark', 'machine learning']"
482,APPAREL,4.54,[],"['data science', 'spark', 'machine learning']"
483,AVIATION,4.54,[],"['data science', 'spark', 'machine learning']"
484,BANKING,4.53,[],"['data science', 'spark', 'machine learning']"
485,ARTS,4.53,[],"['data science', 'spark', 'machine learning']"
486,PUBLIC-RELATIONS,4.52,[],"['data science', 'spark', 'machine learning']"
487,TEACHER,4.52,[],"['data science', 'spark', 'machine learning']"
488,ADVOCATE,4.52,[],"['data science', 'spark', 'machine learning']"
489,BANKING,4.51,[],"['data science', 'spark', 'machine learning']"
490,DESIGNER,4.51,[],"['data science', 'spark', 'machine learning']"
491,APPAREL,4.51,[],"['data science', 'spark', 'machine learning']"
492,BANKING,4.5,[],"['data science', 'spark', 'machine learning']"
493,ACCOUNTANT,4.5,[],"['data science', 'spark', 'machine learning']"
494,ACCOUNTANT,4.5,[],"['data science', 'spark', 'machine learning']"
495,ENGINEERING,4.5,[],"['data science', 'spark', 'machine learning']"
496,BPO,4.5,[],"['data science', 'spark', 'machine learning']"
497,HEALTHCARE,4.5,[],"['data science', 'spark', 'machine learning']"
498,CONSTRUCTION,4.49,[],"['data science', 'spark', 'machine learning']"
499,TEACHER,4.49,[],"['data science', 'spark', 'machine learning']"
500,ACCOUNTANT,4.48,[],"['data science', 'spark', 'machine learning']"
501,DIGITAL-MEDIA,4.48,[],"['data science', 'spark', 'machine learning']"
502,HR,4.47,[],"['data science', 'spark', 'machine learning']"
503,ENGINEERING,4.47,[],"['data science', 'spark', 'machine learning']"
504,CONSULTANT,4.46,[],"['data science', 'spark', 'machine learning']"
505,BUSINESS-DEVELOPMENT,4.46,[],"['data science', 'spark', 'machine learning']"
506,ENGINEERING,4.46,[],"['data science', 'spark', 'machine learning']"
507,ADVOCATE,4.46,[],"['data science', 'spark', 'machine learning']"
508,CHEF,4.46,[],"['data science', 'spark', 'machine learning']"
509,BANKING,4.45,[],"['data science', 'spark', 'machine learning']"
510,CONSULTANT,4.45,[],"['data science', 'spark', 'machine learning']"
511,ENGINEERING,4.45,[],"['data science', 'spark', 'machine learning']"
512,HR,4.45,[],"['data science', 'spark', 'machine learning']"
513,SALES,4.45,[],"['data science', 'spark', 'machine learning']"
514,HEALTHCARE,4.44,[],"['data science', 'spark', 'machine learning']"
515,DIGITAL-MEDIA,4.44,[],"['data science', 'spark', 'machine learning']"
516,CHEF,4.44,[],"['data science', 'spark', 'machine learning']"
517,APPAREL,4.44,[],"['data science', 'spark', 'machine learning']"
518,FINANCE,4.44,[],"['data science', 'spark', 'machine learning']"
519,ACCOUNTANT,4.44,[],"['data science', 'spark', 'machine learning']"
520,DIGITAL-MEDIA,4.44,[],"['data science', 'spark', 'machine learning']"
521,FINANCE,4.43,[],"['data science', 'spark', 'machine learning']"
522,DIGITAL-MEDIA,4.43,[],"['data science', 'spark', 'machine learning']"
523,PUBLIC-RELATIONS,4.43,[],"['data science', 'spark', 'machine learning']"
524,AVIATION,4.43,[],"['data science', 'spark', 'machine learning']"
525,AGRICULTURE,4.42,[],"['data science', 'spark', 'machine learning']"
526,ENGINEERING,4.42,[],"['data science', 'spark', 'machine learning']"
527,BANKING,4.42,[],"['data science', 'spark', 'machine learning']"
528,TEACHER,4.42,[],"['data science', 'spark', 'machine learning']"
529,ADVOCATE,4.42,[],"['data science', 'spark', 'machine learning']"
530,AVIATION,4.42,[],"['data science', 'spark', 'machine learning']"
531,BUSINESS-DEVELOPMENT,4.42,[],"['data science', 'spark', 'machine learning']"
532,INFORMATION-TECHNOLOGY,4.41,[],"['data science', 'spark', 'machine learning']"
533,HR,4.41,[],"['data science', 'spark', 'machine learning']"
534,ENGINEERING,4.41,[],"['data science', 'spark', 'machine learning']"
535,ARTS,4.4,[],"['data science', 'spark', 'machine learning']"
536,APPAREL,4.4,[],"['data science', 'spark', 'machine learning']"
537,AVIATION,4.4,[],"['data science', 'spark', 'machine learning']"
538,INFORMATION-TECHNOLOGY,4.4,[],"['data science', 'spark', 'machine learning']"
539,BANKING,4.4,[],"['data science', 'spark', 'machine learning']"
540,ARTS,4.39,[],"['data science', 'spark', 'machine learning']"
541,SALES,4.39,[],"['data science', 'spark', 'machine learning']"
542,AVIATION,4.39,[],"['data science', 'spark', 'machine learning']"
543,HEALTHCARE,4.39,[],"['data science', 'spark', 'machine learning']"
544,SALES,4.39,[],"['data science', 'spark', 'machine learning']"
545,CONSULTANT,4.38,[],"['data science', 'spark', 'machine learning']"
546,INFORMATION-TECHNOLOGY,4.38,[],"['data science', 'spark', 'machine learning']"
547,APPAREL,4.38,[],"['data science', 'spark', 'machine learning']"
548,CONSTRUCTION,4.38,[],"['data science', 'spark', 'machine learning']"
549,HR,4.37,[],"['data science', 'spark', 'machine learning']"
550,INFORMATION-TECHNOLOGY,4.37,[],"['data science', 'spark', 'machine learning']"
551,FITNESS,4.37,[],"['data science', 'spark', 'machine learning']"
552,CONSTRUCTION,4.37,[],"['data science', 'spark', 'machine learning']"
553,AVIATION,4.37,[],"['data science', 'spark', 'machine learning']"
554,AVIATION,4.36,[],"['data science', 'spark', 'machine learning']"
555,AGRICULTURE,4.36,[],"['data science', 'spark', 'machine learning']"
556,AUTOMOBILE,4.35,[],"['data science', 'spark', 'machine learning']"
557,CONSULTANT,4.35,[],"['data science', 'spark', 'machine learning']"
558,CONSTRUCTION,4.35,[],"['data science', 'spark', 'machine learning']"
559,BUSINESS-DEVELOPMENT,4.35,[],"['data science', 'spark', 'machine learning']"
560,INFORMATION-TECHNOLOGY,4.35,[],"['data science', 'spark', 'machine learning']"
561,FINANCE,4.35,[],"['data science', 'spark', 'machine learning']"
562,APPAREL,4.35,[],"['data science', 'spark', 'machine learning']"
563,INFORMATION-TECHNOLOGY,4.34,[],"['data science', 'spark', 'machine learning']"
564,HR,4.34,[],"['data science', 'spark', 'machine learning']"
565,AVIATION,4.33,[],"['data science', 'spark', 'machine learning']"
566,BUSINESS-DEVELOPMENT,4.33,[],"['data science', 'spark', 'machine learning']"
567,FINANCE,4.33,[],"['data science', 'spark', 'machine learning']"
568,BANKING,4.33,[],"['data science', 'spark', 'machine learning']"
569,DIGITAL-MEDIA,4.32,[],"['data science', 'spark', 'machine learning']"
570,INFORMATION-TECHNOLOGY,4.31,[],"['data science', 'spark', 'machine learning']"
571,APPAREL,4.31,[],"['data science', 'spark', 'machine learning']"
572,HR,4.3,[],"['data science', 'spark', 'machine learning']"
573,DIGITAL-MEDIA,4.3,[],"['data science', 'spark', 'machine learning']"
574,BANKING,4.3,[],"['data science', 'spark', 'machine learning']"
575,FITNESS,4.29,[],"['data science', 'spark', 'machine learning']"
576,BUSINESS-DEVELOPMENT,4.29,[],"['data science', 'spark', 'machine learning']"
577,CHEF,4.29,[],"['data science', 'spark', 'machine learning']"
578,FITNESS,4.29,['spark'],"['data science', 'machine learning']"
579,ADVOCATE,4.29,[],"['data science', 'spark', 'machine learning']"
580,CONSULTANT,4.28,[],"['data science', 'spark', 'machine learning']"
581,CONSTRUCTION,4.28,[],"['data science', 'spark', 'machine learning']"
582,FITNESS,4.28,[],"['data science', 'spark', 'machine learning']"
583,PUBLIC-RELATIONS,4.28,[],"['data science', 'spark', 'machine learning']"
584,TEACHER,4.27,[],"['data science', 'spark', 'machine learning']"
585,ADVOCATE,4.27,[],"['data science', 'spark', 'machine learning']"
586,DESIGNER,4.27,[],"['data science', 'spark', 'machine learning']"
587,HR,4.26,[],"['data science', 'spark', 'machine learning']"
588,HR,4.26,[],"['data science', 'spark', 'machine learning']"
589,AGRICULTURE,4.26,[],"['data science', 'spark', 'machine learning']"
590,AUTOMOBILE,4.24,[],"['data science', 'spark', 'machine learning']"
591,CONSULTANT,4.24,[],"['data science', 'spark', 'machine learning']"
592,BANKING,4.23,[],"['data science', 'spark', 'machine learning']"
593,CONSTRUCTION,4.23,[],"['data science', 'spark', 'machine learning']"
594,ACCOUNTANT,4.23,[],"['data science', 'spark', 'machine learning']"
595,HEALTHCARE,4.23,[],"['data science', 'spark', 'machine learning']"
596,AGRICULTURE,4.22,[],"['data science', 'spark', 'machine learning']"
597,BUSINESS-DEVELOPMENT,4.22,[],"['data science', 'spark', 'machine learning']"
598,BPO,4.22,[],"['data science', 'spark', 'machine learning']"
599,AGRICULTURE,4.22,[],"['data science', 'spark', 'machine learning']"
600,AGRICULTURE,4.21,[],"['data science', 'spark', 'machine learning']"
601,INFORMATION-TECHNOLOGY,4.21,[],"['data science', 'spark', 'machine learning']"
602,ADVOCATE,4.21,[],"['data science', 'spark', 'machine learning']"
603,DIGITAL-MEDIA,4.21,[],"['data science', 'spark', 'machine learning']"
604,CONSTRUCTION,4.21,[],"['data science', 'spark', 'machine learning']"
605,AVIATION,4.21,[],"['data science', 'spark', 'machine learning']"
606,BUSINESS-DEVELOPMENT,4.21,[],"['data science', 'spark', 'machine learning']"
607,DESIGNER,4.21,[],"['data science', 'spark', 'machine learning']"
608,ADVOCATE,4.21,[],"['data science', 'spark', 'machine learning']"
609,ENGINEERING,4.21,[],"['data science', 'spark', 'machine learning']"
610,FINANCE,4.21,[],"['data science', 'spark', 'machine learning']"
611,PUBLIC-RELATIONS,4.21,[],"['data science', 'spark', 'machine learning']"
612,APPAREL,4.2,[],"['data science', 'spark', 'machine learning']"
613,CONSULTANT,4.2,[],"['data science', 'spark', 'machine learning']"
614,APPAREL,4.2,[],"['data science', 'spark', 'machine learning']"
615,CONSULTANT,4.19,[],"['data science', 'spark', 'machine learning']"
616,BANKING,4.19,[],"['data science', 'spark', 'machine learning']"
617,CONSTRUCTION,4.19,[],"['data science', 'spark', 'machine learning']"
618,DESIGNER,4.19,[],"['data science', 'spark', 'machine learning']"
619,CONSULTANT,4.19,[],"['data science', 'spark', 'machine learning']"
620,CONSTRUCTION,4.19,[],"['data science', 'spark', 'machine learning']"
621,CONSULTANT,4.18,[],"['data science', 'spark', 'machine learning']"
622,BUSINESS-DEVELOPMENT,4.18,[],"['data science', 'spark', 'machine learning']"
623,CHEF,4.18,[],"['data science', 'spark', 'machine learning']"
624,BANKING,4.18,[],"['data science', 'spark', 'machine learning']"
625,TEACHER,4.18,[],"['data science', 'spark', 'machine learning']"
626,INFORMATION-TECHNOLOGY,4.17,[],"['data science', 'spark', 'machine learning']"
627,SALES,4.17,[],"['data science', 'spark', 'machine learning']"
628,FINANCE,4.17,[],"['data science', 'spark', 'machine learning']"
629,ENGINEERING,4.17,['machine learning'],"['data science', 'spark']"
630,CONSTRUCTION,4.17,[],"['data science', 'spark', 'machine learning']"
631,HR,4.17,[],"['data science', 'spark', 'machine learning']"
632,ARTS,4.17,[],"['data science', 'spark', 'machine learning']"
633,CONSULTANT,4.16,[],"['data science', 'spark', 'machine learning']"
634,APPAREL,4.16,[],"['data science', 'spark', 'machine learning']"
635,ARTS,4.16,[],"['data science', 'spark', 'machine learning']"
636,HR,4.15,[],"['data science', 'spark', 'machine learning']"
637,TEACHER,4.15,[],"['data science', 'spark', 'machine learning']"
638,AVIATION,4.15,[],"['data science', 'spark', 'machine learning']"
639,TEACHER,4.15,[],"['data science', 'spark', 'machine learning']"
640,INFORMATION-TECHNOLOGY,4.15,[],"['data science', 'spark', 'machine learning']"
641,ARTS,4.15,[],"['data science', 'spark', 'machine learning']"
642,ADVOCATE,4.15,[],"['data science', 'spark', 'machine learning']"
643,ADVOCATE,4.14,[],"['data science', 'spark', 'machine learning']"
644,ADVOCATE,4.14,[],"['data science', 'spark', 'machine learning']"
645,ENGINEERING,4.14,[],"['data science', 'spark', 'machine learning']"
646,CONSTRUCTION,4.14,[],"['data science', 'spark', 'machine learning']"
647,BUSINESS-DEVELOPMENT,4.13,[],"['data science', 'spark', 'machine learning']"
648,ENGINEERING,4.13,[],"['data science', 'spark', 'machine learning']"
649,FINANCE,4.13,[],"['data science', 'spark', 'machine learning']"
650,HR,4.13,[],"['data science', 'spark', 'machine learning']"
651,HEALTHCARE,4.13,[],"['data science', 'spark', 'machine learning']"
652,INFORMATION-TECHNOLOGY,4.13,[],"['data science', 'spark', 'machine learning']"
653,FINANCE,4.13,[],"['data science', 'spark', 'machine learning']"
654,CONSTRUCTION,4.12,[],"['data science', 'spark', 'machine learning']"
655,ADVOCATE,4.12,[],"['data science', 'spark', 'machine learning']"
656,ACCOUNTANT,4.12,[],"['data science', 'spark', 'machine learning']"
657,HEALTHCARE,4.12,[],"['data science', 'spark', 'machine learning']"
658,DESIGNER,4.12,[],"['data science', 'spark', 'machine learning']"
659,PUBLIC-RELATIONS,4.12,[],"['data science', 'spark', 'machine learning']"
660,ACCOUNTANT,4.12,[],"['data science', 'spark', 'machine learning']"
661,HEALTHCARE,4.11,[],"['data science', 'spark', 'machine learning']"
662,APPAREL,4.11,[],"['data science', 'spark', 'machine learning']"
663,PUBLIC-RELATIONS,4.11,[],"['data science', 'spark', 'machine learning']"
664,FINANCE,4.11,[],"['data science', 'spark', 'machine learning']"
665,CONSULTANT,4.1,[],"['data science', 'spark', 'machine learning']"
666,FITNESS,4.1,[],"['data science', 'spark', 'machine learning']"
667,AGRICULTURE,4.1,[],"['data science', 'spark', 'machine learning']"
668,ADVOCATE,4.1,[],"['data science', 'spark', 'machine learning']"
669,CONSULTANT,4.1,[],"['data science', 'spark', 'machine learning']"
670,SALES,4.09,[],"['data science', 'spark', 'machine learning']"
671,ADVOCATE,4.09,[],"['data science', 'spark', 'machine learning']"
672,BUSINESS-DEVELOPMENT,4.09,[],"['data science', 'spark', 'machine learning']"
673,DESIGNER,4.09,[],"['data science', 'spark', 'machine learning']"
674,BANKING,4.09,[],"['data science', 'spark', 'machine learning']"
675,INFORMATION-TECHNOLOGY,4.08,[],"['data science', 'spark', 'machine learning']"
676,SALES,4.08,[],"['data science', 'spark', 'machine learning']"
677,FINANCE,4.08,[],"['data science', 'spark', 'machine learning']"
678,TEACHER,4.08,[],"['data science', 'spark', 'machine learning']"
679,FINANCE,4.08,[],"['data science', 'spark', 'machine learning']"
680,DESIGNER,4.08,[],"['data science', 'spark', 'machine learning']"
681,INFORMATION-TECHNOLOGY,4.07,[],"['data science', 'spark', 'machine learning']"
682,BUSINESS-DEVELOPMENT,4.07,[],"['data science', 'spark', 'machine learning']"
683,INFORMATION-TECHNOLOGY,4.06,[],"['data science', 'spark', 'machine learning']"
684,CHEF,4.06,[],"['data science', 'spark', 'machine learning']"
685,AVIATION,4.06,[],"['data science', 'spark', 'machine learning']"
686,ARTS,4.06,[],"['data science', 'spark', 'machine learning']"
687,TEACHER,4.06,[],"['data science', 'spark', 'machine learning']"
688,BANKING,4.06,[],"['data science', 'spark', 'machine learning']"
689,BUSINESS-DEVELOPMENT,4.05,[],"['data science', 'spark', 'machine learning']"
690,FINANCE,4.05,[],"['data science', 'spark', 'machine learning']"
691,FITNESS,4.05,[],"['data science', 'spark', 'machine learning']"
692,FINANCE,4.05,[],"['data science', 'spark', 'machine learning']"
693,INFORMATION-TECHNOLOGY,4.05,[],"['data science', 'spark', 'machine learning']"
694,CONSTRUCTION,4.05,[],"['data science', 'spark', 'machine learning']"
695,PUBLIC-RELATIONS,4.05,[],"['data science', 'spark', 'machine learning']"
696,HR,4.04,[],"['data science', 'spark', 'machine learning']"
697,ACCOUNTANT,4.04,[],"['data science', 'spark', 'machine learning']"
698,APPAREL,4.04,[],"['data science', 'spark', 'machine learning']"
699,ENGINEERING,4.04,[],"['data science', 'spark', 'machine learning']"
700,INFORMATION-TECHNOLOGY,4.04,[],"['data science', 'spark', 'machine learning']"
701,ADVOCATE,4.04,[],"['data science', 'spark', 'machine learning']"
702,AVIATION,4.04,[],"['data science', 'spark', 'machine learning']"
703,APPAREL,4.04,[],"['data science', 'spark', 'machine learning']"
704,CONSTRUCTION,4.04,[],"['data science', 'spark', 'machine learning']"
705,HR,4.03,[],"['data science', 'spark', 'machine learning']"
706,PUBLIC-RELATIONS,4.03,[],"['data science', 'spark', 'machine learning']"
707,HR,4.03,[],"['data science', 'spark', 'machine learning']"
708,BUSINESS-DEVELOPMENT,4.03,[],"['data science', 'spark', 'machine learning']"
709,INFORMATION-TECHNOLOGY,4.03,[],"['data science', 'spark', 'machine learning']"
710,DESIGNER,4.03,[],"['data science', 'spark', 'machine learning']"
711,BANKING,4.03,[],"['data science', 'spark', 'machine learning']"
712,APPAREL,4.03,[],"['data science', 'spark', 'machine learning']"
713,PUBLIC-RELATIONS,4.03,[],"['data science', 'spark', 'machine learning']"
714,SALES,4.03,[],"['data science', 'spark', 'machine learning']"
715,HR,4.02,[],"['data science', 'spark', 'machine learning']"
716,ENGINEERING,4.02,[],"['data science', 'spark', 'machine learning']"
717,ARTS,4.02,[],"['data science', 'spark', 'machine learning']"
718,HEALTHCARE,4.01,[],"['data science', 'spark', 'machine learning']"
719,ADVOCATE,4.01,[],"['data science', 'spark', 'machine learning']"
720,INFORMATION-TECHNOLOGY,4.01,[],"['data science', 'spark', 'machine learning']"
721,PUBLIC-RELATIONS,4.01,[],"['data science', 'spark', 'machine learning']"
722,CONSTRUCTION,4.0,[],"['data science', 'spark', 'machine learning']"
723,BUSINESS-DEVELOPMENT,4.0,[],"['data science', 'spark', 'machine learning']"
724,FINANCE,4.0,[],"['data science', 'spark', 'machine learning']"
725,CONSULTANT,4.0,[],"['data science', 'spark', 'machine learning']"
726,ARTS,4.0,[],"['data science', 'spark', 'machine learning']"
727,SALES,4.0,[],"['data science', 'spark', 'machine learning']"
728,AVIATION,3.99,[],"['data science', 'spark', 'machine learning']"
729,DESIGNER,3.99,[],"['data science', 'spark', 'machine learning']"
730,BUSINESS-DEVELOPMENT,3.99,[],"['data science', 'spark', 'machine learning']"
731,ADVOCATE,3.99,[],"['data science', 'spark', 'machine learning']"
732,FITNESS,3.99,[],"['data science', 'spark', 'machine learning']"
733,HR,3.98,[],"['data science', 'spark', 'machine learning']"
734,PUBLIC-RELATIONS,3.97,[],"['data science', 'spark', 'machine learning']"
735,ENGINEERING,3.97,[],"['data science', 'spark', 'machine learning']"
736,HEALTHCARE,3.97,[],"['data science', 'spark', 'machine learning']"
737,BANKING,3.97,[],"['data science', 'spark', 'machine learning']"
738,DIGITAL-MEDIA,3.97,[],"['data science', 'spark', 'machine learning']"
739,BPO,3.97,[],"['data science', 'spark', 'machine learning']"
740,APPAREL,3.97,[],"['data science', 'spark', 'machine learning']"
741,AUTOMOBILE,3.96,[],"['data science', 'spark', 'machine learning']"
742,DIGITAL-MEDIA,3.96,[],"['data science', 'spark', 'machine learning']"
743,HEALTHCARE,3.96,[],"['data science', 'spark', 'machine learning']"
744,INFORMATION-TECHNOLOGY,3.96,[],"['data science', 'spark', 'machine learning']"
745,HR,3.96,[],"['data science', 'spark', 'machine learning']"
746,AUTOMOBILE,3.95,[],"['data science', 'spark', 'machine learning']"
747,ADVOCATE,3.95,[],"['data science', 'spark', 'machine learning']"
748,CONSULTANT,3.95,[],"['data science', 'spark', 'machine learning']"
749,FINANCE,3.94,[],"['data science', 'spark', 'machine learning']"
750,CONSULTANT,3.94,[],"['data science', 'spark', 'machine learning']"
751,ARTS,3.94,[],"['data science', 'spark', 'machine learning']"
752,HR,3.94,[],"['data science', 'spark', 'machine learning']"
753,HEALTHCARE,3.94,[],"['data science', 'spark', 'machine learning']"
754,HEALTHCARE,3.94,[],"['data science', 'spark', 'machine learning']"
755,ENGINEERING,3.94,[],"['data science', 'spark', 'machine learning']"
756,INFORMATION-TECHNOLOGY,3.94,[],"['data science', 'spark', 'machine learning']"
757,AUTOMOBILE,3.94,[],"['data science', 'spark', 'machine learning']"
758,AVIATION,3.93,[],"['data science', 'spark', 'machine learning']"
759,DESIGNER,3.93,[],"['data science', 'spark', 'machine learning']"
760,HR,3.93,[],"['data science', 'spark', 'machine learning']"
761,DESIGNER,3.93,[],"['data science', 'spark', 'machine learning']"
762,DIGITAL-MEDIA,3.93,[],"['data science', 'spark', 'machine learning']"
763,BUSINESS-DEVELOPMENT,3.93,[],"['data science', 'spark', 'machine learning']"
764,ACCOUNTANT,3.93,[],"['data science', 'spark', 'machine learning']"
765,DESIGNER,3.92,[],"['data science', 'spark', 'machine learning']"
766,BANKING,3.92,[],"['data science', 'spark', 'machine learning']"
767,BANKING,3.92,[],"['data science', 'spark', 'machine learning']"
768,AVIATION,3.92,[],"['data science', 'spark', 'machine learning']"
769,FINANCE,3.92,[],"['data science', 'spark', 'machine learning']"
770,BANKING,3.91,[],"['data science', 'spark', 'machine learning']"
771,SALES,3.91,[],"['data science', 'spark', 'machine learning']"
772,CONSTRUCTION,3.91,[],"['data science', 'spark', 'machine learning']"
773,ACCOUNTANT,3.91,[],"['data science', 'spark', 'machine learning']"
774,SALES,3.91,[],"['data science', 'spark', 'machine learning']"
775,HR,3.91,[],"['data science', 'spark', 'machine learning']"
776,ARTS,3.91,[],"['data science', 'spark', 'machine learning']"
777,HR,3.91,[],"['data science', 'spark', 'machine learning']"
778,ENGINEERING,3.9,[],"['data science', 'spark', 'machine learning']"
779,BANKING,3.9,[],"['data science', 'spark', 'machine learning']"
780,TEACHER,3.9,[],"['data science', 'spark', 'machine learning']"
781,BANKING,3.9,[],"['data science', 'spark', 'machine learning']"
782,BUSINESS-DEVELOPMENT,3.9,[],"['data science', 'spark', 'machine learning']"
783,ACCOUNTANT,3.89,[],"['data science', 'spark', 'machine learning']"
784,ARTS,3.89,[],"['data science', 'spark', 'machine learning']"
785,ADVOCATE,3.89,[],"['data science', 'spark', 'machine learning']"
786,SALES,3.89,[],"['data science', 'spark', 'machine learning']"
787,APPAREL,3.89,[],"['data science', 'spark', 'machine learning']"
788,INFORMATION-TECHNOLOGY,3.89,[],"['data science', 'spark', 'machine learning']"
789,BUSINESS-DEVELOPMENT,3.89,[],"['data science', 'spark', 'machine learning']"
790,INFORMATION-TECHNOLOGY,3.88,[],"['data science', 'spark', 'machine learning']"
